storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5,prompt,generated_conclusion
56d89504-0730-4a19-8b22-2b99d57a2f83,The Cookie Incident,Jim said that he could fit a box of cookies in his mouth at a party.,The people at the party did not believe him.,Jim tried to prove his point by stuffing many cookies into his mouth.,"Naturally, he choked on the cookies.",The party ended when someone performed the Heimlich maneuver on Jim.,"Write a concluding sentence for the following story: 'Jim said that he could fit a box of cookies in his mouth at a party. The people at the party did not believe him. Jim tried to prove his point by stuffing many cookies into his mouth. Naturally, he choked on the cookies.","In the end, Jim's attempt to impress the party guests with his cookie-eating skills only ended in embarrassment and a lesson learned."
dfcb154d-e920-4d18-8eaa-078d2f29ae60,Tornado,The sirens started going off.,The children went out into the hallway.,They never thought a tornado would actually hit.,The roof started coming off the school.,Luckily no one got hurt.,Write a concluding sentence for the following story: 'The sirens started going off. The children went out into the hallway. They never thought a tornado would actually hit. The roof started coming off the school.,They quickly realized the tornado was a very real threat.
54b83cea-d71c-4c30-9190-8202136b13f2,Instrument,Claire was taking the train back to her apartment.,She was exhausted from practicing her violin so long.,"As the train reached her stop, she hurried to the door.",She fell asleep as soon as she got home.,"The next morning, she realized she had left the violin on the train.","Write a concluding sentence for the following story: 'Claire was taking the train back to her apartment. She was exhausted from practicing her violin so long. As the train reached her stop, she hurried to the door. She fell asleep as soon as she got home.","As the comforting warmth of her bed engulfed her, Claire knew she had given her all to her music that day."
66eac955-e859-42c4-8803-e3edb6f22513,The Apology,Mark Makonie is a rapper from Long Beach.,He is on tour with a younger rapper named Young Blue.,A magazine teased Mark on facebook for performing one song on tour.,"On facebook Mark posted a photo of his $2,000 check for the one song.",The magazine posted an apology because they looked bad.,"Write a concluding sentence for the following story: 'Mark Makonie is a rapper from Long Beach. He is on tour with a younger rapper named Young Blue. A magazine teased Mark on facebook for performing one song on tour. On facebook Mark posted a photo of his $2,000 check for the one song.","In the end, Mark Makonie proved his worth and silenced the critics with a simple photo of his hard-earned paycheck."
41e2733d-dce2-4da5-92b1-d9011b6f97e4,No Scale,Emma was dieting.,But she was unable to track her progress!,Her parents did not own a scale.,Emma struggled to diet even without the scale's feedback.,She managed to drop three dress sizes in three months!,Write a concluding sentence for the following story: 'Emma was dieting. But she was unable to track her progress! Her parents did not own a scale. Emma struggled to diet even without the scale's feedback.,"Despite the lack of a scale, Emma remained determined to stick to her diet plan and reach her goals."
9e0715b9-990a-4460-ae38-89241df87007,Baseball,I love the game of baseball.,I go to see games any time I get the chance.,The last time I went I caught three foul balls.,After the game I even got an autograph from three of the players.,I will definitely be going back again soon.,Write a concluding sentence for the following story: 'I love the game of baseball. I go to see games any time I get the chance. The last time I went I caught three foul balls. After the game I even got an autograph from three of the players.,"Baseball will always hold a special place in my heart, and I look forward to making more incredible memories at future games."
a4efc04d-e830-4a01-b6d0-9dfe9b50aa8d,Creepy Kid,One day I was out mowing my lawn.,I spotted some kids playing across the street.,One little girl started walking towards my lawn.,When I turned around she was walking through my driveway.,I looked back 3 seconds later and she was nowhere to be seen!,Write a concluding sentence for the following story: 'One day I was out mowing my lawn. I spotted some kids playing across the street. One little girl started walking towards my lawn. When I turned around she was walking through my driveway.,"I smiled as she ran past, her laughter filling the air, grateful for the simple joys of childhood."
fa742cda-68b8-4f24-a3d6-676070728ff9,I went to the mall yesterday!,"Yesterday, I needed to buy a belt so I went to the mall.","After choosing which store to shop from, I quickly got out of my car.",Upon going inside there was an associate to help me.,We talked about what i wanted and she led me to the section.,I picked out a great belt and left feeling excellent!,"Write a concluding sentence for the following story: 'Yesterday, I needed to buy a belt so I went to the mall. After choosing which store to shop from, I quickly got out of my car. Upon going inside there was an associate to help me. We talked about what i wanted and she led me to the section.","In the end, I found the perfect belt and left the mall feeling satisfied with my purchase."
439217d8-a176-4598-be0e-223385ed5863,freezer burn,Ida took the ice cream out of her freezer.,She was looking forward to a bowl of it.,"But as she opened the carton, she frowned.",She saw that the ice cream had become freezer-burned!,"Dismayed, Ida threw the carton into the trash.","Write a concluding sentence for the following story: 'Ida took the ice cream out of her freezer. She was looking forward to a bowl of it. But as she opened the carton, she frowned. She saw that the ice cream had become freezer-burned!","Disappointed, Ida sighed and decided to treat herself to a fresh scoop of ice cream another day."
3460d2f9-fefd-49e5-a2d9-cf904b6ab606,The Wife,Ray came home from work to find his wife upset.,She told him she was bored in their marriage and wanted a divorce.,Ray was devastated and decided to stay with his parents.,"A week later, his wife called him to say that she changed her mind.",Ray decided he did not trust her anymore and did not care.,"Write a concluding sentence for the following story: 'Ray came home from work to find his wife upset. She told him she was bored in their marriage and wanted a divorce. Ray was devastated and decided to stay with his parents. A week later, his wife called him to say that she changed her mind.","Despite the turmoil in their relationship, Ray and his wife were able to work through their issues and ultimately decided to stay together."
